id,age,recidivated,number_of_prior_crimes,months_in_jail,felony,misdemeanor,woman,man,black,y
1128,22,0,0,2,0,1,1,0,0,1
1129,36,0,0,7,1,0,0,1,0,1
1130,30,1,22,3,1,0,0,1,0,1
1131,21,1,0,1,1,0,0,1,1,0
1132,53,0,0,1,1,0,1,0,0,1
1136,25,1,7,0,0,1,0,1,1,1
1138,25,0,1,0,0,1,1,0,1,0
1140,71,0,8,24,1,0,0,1,1,1
1141,39,0,10,40,0,1,0,1,1,0
1142,37,0,0,37,1,0,1,0,1,1
1143,20,1,0,7,1,0,0,1,1,1
1144,29,0,3,0,1,0,1,0,1,1
1145,22,1,2,1,1,0,0,1,1,1
1146,26,1,4,83,1,0,0,1,1,1
1150,47,1,19,30,1,0,1,0,1,0
1151,21,1,1,0,1,0,0,1,0,1
1152,23,0,0,1,0,1,1,0,0,0
1153,20,1,1,17,1,0,1,0,0,0
1156,23,0,0,1,1,0,1,0,1,1
1157,27,0,3,0,0,1,0,1,0,1
1159,53,0,0,0,1,0,1,0,1,1
1160,23,0,0,0,1,0,1,0,1,1
1162,26,1,5,22,1,0,0,1,1,1
1163,25,0,6,6,1,0,0,1,1,1
1165,23,0,2,1,0,1,0,1,0,1
1166,27,1,4,0,1,0,0,1,1,0
1169,29,0,1,3,0,1,0,1,1,1
1170,27,1,1,0,1,0,0,1,0,1
1171,28,0,0,1,1,0,0,1,0,1
1172,31,0,0,0,0,1,0,1,1,1
1173,41,1,8,0,1,0,0,1,1,1
1176,25,0,0,0,0,1,0,1,0,1
1177,47,0,0,-1,0,1,0,1,0,1
1179,37,0,4,1,1,0,0,1,1,1
1181,35,0,4,2,1,0,1,0,1,1
1186,24,1,1,1,0,1,0,1,0,1
1187,21,1,2,5,1,0,0,1,0,0
1191,22,1,0,2,1,0,0,1,0,1
1192,57,0,11,140,1,0,0,1,1,1
1193,48,0,0,11,1,0,0,1,0,1
1194,36,0,0,5,1,0,0,1,0,1
1195,37,0,3,28,1,0,1,0,1,1
1196,31,0,0,5,0,1,0,1,0,1
1197,22,1,1,4,1,0,0,1,1,0
1198,31,0,2,0,0,1,0,1,0,1
1200,24,1,0,0,1,0,0,1,1,1
1202,32,1,22,0,1,0,0,1,1,0
1204,23,0,0,1,0,1,1,0,0,1
1205,63,0,0,0,0,1,0,1,1,1
1206,30,0,0,1,1,0,0,1,0,1
1209,20,0,0,1,1,0,0,1,0,1
1212,24,1,1,0,0,1,1,0,1,1
1213,36,0,1,0,0,1,1,0,1,1
1215,83,0,0,0,0,1,0,1,0,1
1216,28,0,2,0,1,0,0,1,0,1
1217,36,1,3,1,1,0,0,1,1,1
1219,33,0,0,1,0,1,1,0,1,1
1220,39,0,0,0,1,0,0,1,1,1
1221,29,0,3,0,0,1,0,1,0,1
1222,30,1,17,4,1,0,0,1,1,0
1225,24,1,1,0,1,0,0,1,1,1
1229,35,0,7,1,1,0,0,1,1,1
1230,24,0,0,0,1,0,0,1,1,1
1233,26,0,8,2,1,0,0,1,0,1
1235,28,1,14,0,1,0,0,1,1,1
1237,32,0,0,0,0,1,0,1,1,1
1238,32,1,1,0,0,1,1,0,0,1
1239,33,1,5,5,0,1,0,1,1,0
1240,29,0,16,17,1,0,0,1,1,0
1241,34,1,1,0,0,1,0,1,0,1
1242,37,1,0,0,0,1,1,0,0,1
1243,43,0,0,0,0,1,0,1,0,1
1244,47,0,2,0,1,0,0,1,0,1
1246,25,1,3,2,0,1,0,1,1,1
1247,23,0,1,1,1,0,1,0,1,1
1248,39,0,2,0,0,1,0,1,0,1
1250,35,1,13,5,1,0,0,1,1,0
1252,33,0,0,1,1,0,0,1,0,1
1253,21,1,0,1,1,0,0,1,0,1
1254,43,0,20,1,1,0,0,1,1,0
1255,25,1,3,0,1,0,0,1,1,0
1256,48,1,25,6,1,0,0,1,1,0
1257,22,1,1,1,0,1,0,1,1,1
1258,52,1,9,38,0,1,0,1,1,0
1259,26,1,5,35,1,0,0,1,0,1
1260,67,1,4,27,0,1,0,1,1,1
1261,34,0,4,1,0,1,0,1,1,1
1262,56,0,4,0,0,1,0,1,0,1
1268,28,1,1,5,1,0,0,1,1,1
1269,29,0,2,0,0,1,0,1,1,1
1272,37,1,6,20,1,0,0,1,1,1
1274,43,0,3,1,1,0,0,1,0,1
1275,51,0,0,1,1,0,0,1,0,1
1276,20,1,1,0,0,1,0,1,1,1
1280,26,1,4,293,0,1,0,1,0,1
1281,39,1,1,10,0,1,1,0,0,1
1282,21,0,1,2,1,0,0,1,1,0
1283,21,1,1,2,1,0,0,1,1,0
1286,24,1,3,1,1,0,0,1,0,1
1290,26,1,4,1,0,1,0,1,1,0
1292,48,0,1,0,1,0,0,1,0,1
1293,24,1,5,1,1,0,0,1,1,1
1295,26,0,0,-1,1,0,0,1,0,1
1296,46,0,0,1,1,0,0,1,0,1
1298,24,0,7,1,0,1,0,1,1,0
1300,21,0,0,0,0,1,1,0,0,1
1303,24,1,1,1,1,0,0,1,1,1
1305,36,0,9,1,0,1,0,1,1,0
1306,30,1,5,1,1,0,0,1,1,1
1310,22,0,1,1,1,0,1,0,0,1
1313,25,1,0,9,1,0,0,1,1,0
1314,31,1,25,117,0,1,0,1,1,0
1315,24,0,0,2,1,0,0,1,1,1
1318,39,1,13,1,1,0,0,1,1,0
1320,46,0,0,5,1,0,0,1,0,1
1323,30,0,4,0,1,0,1,0,1,1
1324,40,0,0,22,1,0,0,1,0,1
1325,52,0,0,2,1,0,1,0,1,1
1326,23,0,3,33,1,0,0,1,1,0
1328,26,0,1,1,0,1,1,0,1,1
1329,22,1,1,19,1,0,0,1,0,0
1330,42,0,3,0,1,0,0,1,0,1
1331,23,1,6,135,1,0,0,1,1,0
1332,33,1,4,1,1,0,0,1,0,1
1334,28,0,1,2,1,0,0,1,1,1
1336,50,0,1,1,1,0,0,1,0,1
1342,32,0,1,1,1,0,0,1,1,1
1343,24,1,3,97,1,0,0,1,0,1
1344,51,0,3,1,1,0,0,1,1,1
1345,19,1,1,0,0,1,0,1,0,1
1346,32,0,4,108,1,0,0,1,1,1
1347,31,1,1,0,1,0,1,0,0,1
1348,29,0,1,179,1,0,1,0,1,1
1349,43,0,0,0,0,1,0,1,0,1
1351,26,1,9,11,1,0,0,1,1,1
1352,27,1,0,27,1,0,0,1,0,0
1353,52,1,1,3,1,0,0,1,0,1
1354,27,0,1,0,0,1,0,1,0,1
1356,57,0,1,0,0,1,1,0,0,1
1358,28,1,3,1,0,1,0,1,1,1
1360,32,1,3,2,1,0,0,1,1,1
1361,27,1,5,0,0,1,0,1,1,1
1363,45,1,0,3,0,1,0,1,0,1
1366,42,0,0,0,0,1,1,0,0,1
1367,33,1,0,0,1,0,0,1,1,1
1369,28,0,3,45,0,1,1,0,0,1
1370,53,0,0,0,0,1,1,0,0,1
1372,24,0,0,1,1,0,0,1,0,1
1375,28,0,1,8,1,0,0,1,0,1
1376,28,0,1,1,1,0,0,1,0,1
1377,39,1,6,35,0,1,0,1,1,1
1379,22,1,1,-1,1,0,0,1,1,1
1380,46,1,2,9,1,0,0,1,1,1
1382,25,0,0,1,0,1,0,1,1,1
1384,52,0,1,3,1,0,0,1,0,1
1385,28,1,4,0,0,1,0,1,1,1
1388,57,1,1,1,1,0,1,0,0,1
1393,49,1,3,0,1,0,0,1,1,1
1395,21,1,2,0,1,0,0,1,1,0
1396,32,1,19,14,1,0,0,1,1,0
1397,63,0,3,220,0,1,0,1,1,0
1399,29,0,2,1,1,0,0,1,0,1
1402,46,0,0,1,0,1,0,1,1,1
1408,28,1,10,1,0,1,0,1,1,1
1410,27,0,1,3,1,0,0,1,1,1
1411,69,0,0,-1,0,1,1,0,0,1
1412,47,0,0,1,0,1,0,1,0,1
1418,45,0,1,128,1,0,0,1,0,1
1419,33,0,1,0,0,1,1,0,0,1
1422,27,1,0,0,0,1,1,0,0,1
1427,32,1,14,2,1,0,0,1,1,0
1428,24,0,2,1,1,0,0,1,1,1
1429,26,1,5,3,1,0,0,1,1,0
1430,47,0,0,1,0,1,0,1,0,1
1431,25,0,1,1,1,0,0,1,0,1
1433,21,0,1,108,1,0,0,1,1,0
1435,25,1,2,0,0,1,0,1,1,1
1436,22,1,6,2,1,0,0,1,1,1
1438,26,0,0,0,1,0,1,0,0,1
1439,20,0,0,1,1,0,0,1,0,1
1441,30,1,1,1,0,1,0,1,1,1
1443,45,1,0,1,1,0,0,1,1,1
1445,33,1,7,78,1,0,0,1,1,1
1446,35,0,2,0,1,0,0,1,0,1
1447,41,0,5,1,1,0,0,1,0,1
1448,23,0,0,2,0,1,0,1,0,1
1452,21,1,0,1,0,1,1,0,0,1
1455,54,0,0,1,1,0,0,1,1,1
1456,27,1,10,1,1,0,0,1,1,1
1458,22,0,0,1,0,1,0,1,0,1
1460,21,1,0,0,0,1,1,0,0,1
1461,23,1,2,6,1,0,0,1,1,1
1462,30,0,1,7,0,1,0,1,0,1
1463,36,1,5,19,0,1,0,1,1,0
1467,29,1,10,23,1,0,0,1,1,1
1470,54,1,4,78,0,1,0,1,1,1
1471,22,1,2,13,0,1,0,1,0,1
1473,26,1,0,0,0,1,0,1,1,1
1474,20,0,0,1,1,0,1,0,1,1
1479,52,1,6,1,0,1,0,1,1,1
1481,29,0,0,2,1,0,0,1,1,1
1482,23,0,6,17,0,1,1,0,1,1
1483,35,0,1,9,0,1,0,1,1,1
1484,32,1,8,0,1,0,0,1,0,0
1485,21,1,1,0,0,1,0,1,1,1
1486,25,0,0,0,1,0,0,1,0,1
1490,30,1,4,1,0,1,0,1,1,1
1491,30,0,3,26,1,0,1,0,1,1
1496,23,1,2,6,1,0,0,1,1,1
1497,32,0,8,2,1,0,0,1,0,1
1499,29,1,6,39,1,0,0,1,1,0
1501,42,0,0,0,0,1,0,1,0,1
1505,21,1,0,0,1,0,0,1,1,0
1508,22,0,0,0,0,1,1,0,1,1
1509,45,0,2,47,1,0,0,1,0,1
1511,29,0,0,0,0,1,0,1,1,1
1513,30,1,6,2,1,0,0,1,1,1
1515,51,0,17,0,0,1,0,1,1,1
1516,45,1,20,2,1,0,0,1,0,1
1520,24,0,2,0,1,0,0,1,0,1
1522,23,0,2,5,0,1,0,1,1,1
1526,36,0,5,0,1,0,0,1,1,1
1530,69,0,0,0,0,1,0,1,0,1
1531,21,1,1,1,1,0,0,1,0,1
1532,59,0,1,0,0,1,0,1,0,1
1533,39,0,1,4,1,0,0,1,1,1
1534,29,0,2,37,1,0,0,1,1,1
1535,22,1,1,1,0,1,0,1,0,1
1538,44,0,6,-1,1,0,0,1,0,1
1540,25,0,2,58,1,0,0,1,1,1
1541,31,0,0,0,1,0,0,1,1,0
1542,35,1,17,2,0,1,0,1,1,1
1543,27,1,11,2,0,1,0,1,1,0
1545,33,0,1,1,1,0,0,1,1,1
1548,28,1,6,0,1,0,0,1,1,0
1550,60,0,1,0,1,0,0,1,0,1
1551,53,0,0,1,0,1,0,1,0,1
1553,51,1,0,1,1,0,0,1,0,1
1557,54,0,0,1,1,0,1,0,1,1
1559,24,0,3,1,0,1,0,1,0,1
1560,55,1,1,1,1,0,0,1,0,1
1562,26,0,0,2,1,0,0,1,0,1
1563,75,0,5,1,1,0,1,0,1,1
1565,36,1,16,0,1,0,0,1,1,1
1568,34,1,0,2,1,0,0,1,0,1
1569,25,1,5,47,0,1,1,0,1,1
1571,46,0,0,0,1,0,0,1,0,1
1572,27,0,1,6,1,0,0,1,1,1
1575,28,1,3,-1,0,1,0,1,1,1
1576,42,1,13,0,0,1,0,1,1,0
1577,59,0,2,0,0,1,0,1,1,1
1578,39,0,1,14,1,0,0,1,0,1
1581,46,0,5,12,0,1,0,1,0,1
1584,25,0,1,0,1,0,0,1,0,1
1587,55,0,2,1,1,0,0,1,0,1
1588,35,1,1,1,0,1,0,1,1,0
1590,43,1,0,1,0,1,0,1,1,1
1591,53,0,0,0,0,1,1,0,0,1
1594,21,0,0,1,0,1,1,0,1,1
1595,55,1,17,25,1,0,0,1,1,0
1596,27,1,1,1,1,0,0,1,1,1
1597,40,0,0,2,1,0,0,1,1,1
1599,37,0,0,1,0,1,1,0,0,1
1601,32,1,2,5,0,1,0,1,0,1
1602,32,0,2,1,0,1,0,1,1,1
1604,36,1,4,2,0,1,0,1,1,1
1605,22,0,0,0,0,1,0,1,0,1
1606,31,0,0,2,1,0,1,0,1,0
1607,26,1,4,0,1,0,1,0,1,1
1608,50,1,30,3,0,1,1,0,0,1
1611,47,0,4,0,1,0,0,1,1,1
1613,36,0,2,1,1,0,0,1,1,1
1615,38,0,0,1,1,0,1,0,0,1
1618,35,0,0,2,1,0,0,1,0,1
1620,53,0,0,0,1,0,0,1,0,1
1622,53,0,2,0,1,0,0,1,1,1
1623,57,0,19,117,1,0,0,1,1,1
1624,22,1,5,19,1,0,0,1,1,0
1625,21,1,0,1,1,0,0,1,1,0
1626,26,1,0,1,1,0,0,1,1,1
1629,27,0,2,20,1,0,0,1,1,1
1630,49,0,4,3,1,0,1,0,0,1
1631,47,1,1,0,1,0,0,1,0,1
1632,30,1,8,1,1,0,0,1,1,0
1634,44,0,3,0,1,0,0,1,0,1
1637,34,0,1,1,1,0,0,1,1,1
1638,45,1,10,1,1,0,0,1,1,1
1639,38,0,0,1,1,0,0,1,0,1
1640,50,0,2,0,0,1,0,1,0,1
1642,29,0,1,0,0,1,0,1,0,1
1643,26,0,0,0,1,0,0,1,0,1
1645,22,1,1,1,1,0,1,0,1,1
1646,47,0,0,1,0,1,0,1,0,1
1648,49,0,0,0,1,0,0,1,0,1
1651,49,1,1,19,1,0,0,1,1,1
1652,59,0,2,12,1,0,0,1,0,1
1653,32,0,6,27,0,1,0,1,0,1
1655,24,1,1,-1,0,1,0,1,1,1
1656,40,0,0,1,0,1,0,1,0,1
1657,32,0,0,-1,1,0,0,1,1,1
1658,54,0,0,0,0,1,1,0,0,1
1660,27,1,9,799,1,0,0,1,1,0
1664,25,0,2,12,0,1,0,1,0,0
1667,20,1,0,0,0,1,0,1,0,1
1668,37,0,18,1,0,1,0,1,1,0
1669,30,1,5,7,1,0,1,0,0,0
1670,23,1,1,0,1,0,0,1,1,1
1672,20,0,0,-1,1,0,1,0,1,0
1680,50,0,8,11,1,0,0,1,0,1
1681,50,0,7,0,1,0,0,1,1,1
1682,40,0,3,1,1,0,0,1,0,1
1684,24,0,2,2,1,0,1,0,0,1
1685,24,1,0,0,1,0,0,1,0,1
1686,23,1,3,0,1,0,1,0,1,1
1689,54,1,3,2,0,1,0,1,0,1
1691,25,0,4,1,0,1,0,1,0,0
1692,46,0,1,1,0,1,0,1,0,1
1697,25,0,1,266,1,0,0,1,0,1
1698,22,0,0,-1,0,1,1,0,0,1
1699,32,0,1,2,1,0,1,0,0,1
1700,25,1,0,4,0,1,0,1,1,1
1702,33,1,16,0,1,0,0,1,1,0
1706,33,1,4,1,0,1,0,1,1,1
1707,24,0,0,-1,1,0,0,1,1,1
1709,33,1,12,2,0,1,0,1,1,0
1710,37,0,0,0,0,1,0,1,0,1
1711,40,0,0,0,0,1,1,0,0,1
1715,43,1,9,0,1,0,0,1,1,1
1717,35,1,5,1,1,0,0,1,1,1
1718,25,1,11,6,1,0,0,1,1,0
1719,61,1,1,0,1,0,0,1,1,1
1727,52,0,1,0,1,0,1,0,1,1
1729,39,1,1,-1,0,1,0,1,1,1
1730,47,0,5,0,1,0,0,1,1,1
1733,52,0,6,33,0,1,1,0,0,1
1735,37,0,0,0,0,1,0,1,0,1
1736,24,0,0,1,1,0,1,0,1,1
1737,34,0,14,3,1,0,1,0,1,0
1742,20,1,0,11,0,1,0,1,0,1
1746,25,1,1,0,0,1,0,1,0,1
1749,62,0,0,0,0,1,1,0,0,1
1750,23,1,0,1,1,0,0,1,0,1
1752,60,0,0,13,1,0,1,0,0,1
1754,35,0,0,1,0,1,0,1,0,1
1755,24,0,0,0,1,0,1,0,1,1
1757,30,0,0,-1,0,1,0,1,0,1
1760,35,1,4,1,1,0,0,1,0,1
1764,28,0,0,0,0,1,1,0,0,1
1768,56,0,0,1,1,0,0,1,1,1
1770,23,1,2,1,1,0,0,1,1,1
1771,20,1,0,0,1,0,0,1,0,1
1774,23,0,1,0,0,1,0,1,0,1
1776,21,1,0,1,1,0,0,1,1,0
1780,35,0,2,14,1,0,1,0,1,1
1781,33,0,3,0,0,1,0,1,0,1
1783,21,0,0,4,1,0,0,1,0,1
1786,41,0,9,0,0,1,0,1,1,0
1787,24,0,0,4,1,0,0,1,1,1
1788,20,1,2,192,1,0,0,1,0,0
1791,28,1,9,1,1,0,0,1,1,0
1792,25,0,7,0,1,0,0,1,0,0
1794,49,0,3,1,1,0,0,1,1,1
1795,22,0,0,0,1,0,1,0,0,1
1796,21,1,0,1,1,0,0,1,1,1
1797,27,1,3,3,1,0,1,0,1,0
1800,50,0,4,2,0,1,0,1,1,1
1801,23,0,0,0,0,1,1,0,1,1
1803,34,0,0,0,0,1,0,1,0,1
1805,25,1,4,32,1,0,0,1,1,1
1806,33,1,2,43,1,0,1,0,0,1
1809,25,1,1,58,0,1,0,1,0,1
1810,30,0,0,0,0,1,0,1,0,1
1815,42,0,0,3,0,1,0,1,0,1
1816,29,1,11,34,1,0,1,0,0,0
1817,32,1,6,3,1,0,1,0,1,1
1819,24,0,5,1,1,0,0,1,0,1
1820,52,0,3,0,1,0,0,1,1,1
1821,26,0,3,0,0,1,1,0,0,1
1822,31,1,2,0,1,0,0,1,0,1
1823,38,0,0,1,1,0,0,1,0,1
1829,30,0,0,1,1,0,1,0,0,1
1830,20,1,0,4,0,1,0,1,1,0
1833,24,0,0,0,1,0,0,1,0,1
1834,31,0,0,77,1,0,0,1,0,1
1841,37,0,1,1,0,1,1,0,0,1
1843,43,1,0,0,0,1,0,1,0,1
1844,49,1,8,3,1,0,0,1,0,1
1845,33,0,1,0,1,0,1,0,1,1
1847,42,0,0,-1,0,1,0,1,1,1
1848,44,1,0,8,1,0,0,1,0,1
1849,28,1,5,51,1,0,0,1,1,1
1850,32,1,4,414,1,0,0,1,1,1
1852,28,1,7,1,1,0,0,1,1,1
1853,38,0,0,158,1,0,0,1,0,1
1854,38,0,3,1,1,0,0,1,1,1
1859,34,0,0,1,0,1,1,0,1,1
1860,21,1,1,1,1,0,0,1,0,1
1861,36,1,1,31,1,0,0,1,1,0
1862,29,1,0,0,0,1,0,1,1,1
1863,34,1,3,0,1,0,0,1,1,1
1864,38,0,1,8,0,1,0,1,1,1
1865,36,0,0,24,1,0,0,1,0,1
1866,32,0,0,6,0,1,0,1,0,1
1868,23,0,0,0,0,1,0,1,1,0
1869,47,0,0,0,0,1,0,1,0,1
1870,20,0,0,-1,1,0,0,1,1,1
1871,25,1,2,0,1,0,1,0,1,0
1872,35,0,0,0,0,1,0,1,1,1
1874,28,0,1,1,0,1,1,0,0,1
1877,24,1,2,0,0,1,0,1,1,1
1879,22,0,0,0,1,0,0,1,1,0
1880,20,1,8,1,1,0,0,1,0,0
1883,40,0,0,0,0,1,0,1,0,1
1884,27,0,1,5,1,0,0,1,0,1
1886,60,0,12,1,1,0,0,1,1,1
1888,33,0,6,0,0,1,0,1,1,1
1890,34,1,2,23,0,1,0,1,1,1
1893,24,0,4,0,0,1,0,1,0,0
1894,27,1,0,2,0,1,0,1,1,1
1895,29,1,4,355,1,0,0,1,1,0
1897,21,1,1,36,1,0,0,1,0,1
1899,32,0,0,0,0,1,0,1,0,1
1901,42,1,0,0,1,0,1,0,0,1
1904,32,0,1,-1,1,0,0,1,1,1
1905,27,0,0,2,1,0,0,1,0,1
1906,30,0,3,0,0,1,0,1,0,1
1907,22,1,1,0,1,0,0,1,1,1
1908,20,1,0,0,0,1,0,1,0,0
1909,57,0,0,1,0,1,0,1,0,1
1910,51,1,3,1,1,0,0,1,0,1
1913,21,0,0,0,1,0,0,1,1,1
1914,22,0,0,35,1,0,0,1,1,1
1915,35,1,4,353,1,0,0,1,1,0
1917,58,0,2,4,1,0,0,1,0,1
1919,32,1,0,0,1,0,1,0,0,1
1923,30,1,9,7,0,1,0,1,0,1
1924,20,1,0,209,1,0,0,1,1,0
1925,40,0,0,0,0,1,0,1,0,1
1926,45,0,5,0,0,1,1,0,0,1
1927,31,1,4,0,1,0,0,1,1,1
1928,23,0,4,27,1,0,0,1,0,0
1929,26,1,0,3,0,1,0,1,0,1
1930,53,0,1,0,0,1,1,0,0,1
1931,44,0,0,2,0,1,0,1,0,1
1938,44,0,1,4,0,1,1,0,0,1
1939,21,1,0,-1,1,0,0,1,0,1
1941,28,0,0,0,0,1,0,1,1,1
1942,28,0,2,1,0,1,0,1,0,1
1943,24,1,0,182,1,0,0,1,1,1
1945,28,0,0,-1,1,0,0,1,1,1
1948,53,0,4,-1,1,0,0,1,0,1
1949,47,0,1,183,1,0,0,1,0,1
1951,20,0,1,1,1,0,0,1,1,1
1952,21,0,0,0,0,1,0,1,1,1
1953,30,1,1,2,1,0,0,1,0,1
1954,37,1,1,0,0,1,0,1,0,1
1955,60,0,1,18,1,0,0,1,0,1
1956,26,1,1,0,0,1,0,1,0,1
1957,30,0,0,0,0,1,0,1,0,1
1961,26,1,2,1,1,0,0,1,0,0
1965,26,1,5,6,1,0,1,0,1,0
1966,21,0,0,1,1,0,0,1,0,1
1967,39,0,1,0,1,0,1,0,1,1
1968,30,0,0,5,1,0,0,1,0,1
1971,44,0,2,2,1,0,0,1,1,1
1972,45,0,0,2,0,1,0,1,0,1
1974,30,0,1,0,1,0,0,1,1,1
1975,38,0,2,8,1,0,0,1,0,1
1976,23,1,6,0,1,0,0,1,0,1
1982,46,0,0,0,0,1,0,1,0,1
1983,42,0,0,0,1,0,0,1,1,1
1987,54,0,4,3,0,1,0,1,0,1
1990,47,1,7,1,1,0,0,1,1,1
1993,26,1,0,1,1,0,0,1,0,1
1994,29,1,7,1,0,1,0,1,0,0
1995,51,1,7,14,1,0,0,1,0,1
1999,44,0,0,0,0,1,0,1,1,1
2002,49,0,12,21,0,1,0,1,0,1
2006,22,1,0,0,1,0,0,1,1,0
2009,32,1,4,1,0,1,0,1,1,1
2010,27,0,0,1,0,1,0,1,1,1
2014,30,0,0,0,0,1,0,1,0,1
2020,28,0,11,0,0,1,0,1,0,1
2021,45,0,0,1,0,1,0,1,0,1
2024,51,0,5,32,1,0,1,0,0,1
2026,27,1,4,1,1,0,0,1,1,1
2027,32,1,0,17,1,0,0,1,1,1
2029,43,0,2,5,1,0,0,1,1,1
2034,37,0,2,0,1,0,0,1,0,1
2035,26,1,0,1,1,0,0,1,1,1
2037,26,0,0,0,0,1,0,1,1,1
2038,32,0,4,-1,1,0,0,1,0,1
2040,39,0,3,13,1,0,0,1,0,1
2042,58,0,4,1,1,0,1,0,1,1
2044,33,0,0,0,0,1,0,1,0,1
2045,22,0,1,0,0,1,1,0,0,1
2048,21,1,2,140,1,0,0,1,1,0
2051,31,1,0,35,1,0,0,1,0,1
2052,43,0,2,1,1,0,0,1,0,1
2053,23,0,0,0,0,1,0,1,1,1
2054,25,0,0,1,1,0,0,1,0,1
2055,22,0,6,1,1,0,0,1,1,0
2056,30,0,6,133,1,0,0,1,1,1
2057,25,1,15,2,1,0,0,1,1,0
2058,20,1,0,1,1,0,0,1,1,1
2059,39,0,0,0,1,0,0,1,0,1
2061,33,1,1,3,1,0,0,1,1,1
2062,59,0,1,0,1,0,0,1,1,1
2063,21,0,1,1,1,0,0,1,0,0
2064,53,1,8,5,1,0,0,1,1,1
2065,34,0,2,1,0,1,0,1,0,1
2066,36,0,6,0,1,0,0,1,0,1
2069,23,0,0,1,1,0,0,1,1,1
2070,32,0,2,109,0,1,0,1,1,0
2071,32,1,11,1,0,1,0,1,1,0
2074,66,0,0,1,0,1,0,1,0,1
2075,24,0,0,23,0,1,1,0,0,1
2076,30,1,7,602,1,0,0,1,1,0
2077,28,0,1,1,0,1,0,1,1,1
2078,43,1,4,2,1,0,0,1,0,1
2079,35,0,3,11,0,1,0,1,1,1
2083,19,1,2,14,1,0,0,1,1,0
2087,22,1,1,4,0,1,0,1,1,1
2089,29,0,0,0,1,0,0,1,1,1
2090,23,0,0,2,0,1,1,0,1,1
2093,33,0,0,0,0,1,1,0,0,1
2094,35,0,1,-1,0,1,0,1,1,1
2095,53,0,0,0,1,0,0,1,0,1
2096,59,1,17,23,1,0,0,1,0,1
2098,48,0,0,0,0,1,1,0,0,1
2099,33,0,1,0,1,0,1,0,1,1
2100,44,0,0,1,0,1,0,1,0,1
2101,31,1,10,1,1,0,0,1,0,1
2103,28,1,2,1,1,0,0,1,1,1
2105,51,0,1,17,1,0,0,1,0,1
2107,23,1,0,5,1,0,0,1,1,1
2108,21,0,0,0,1,0,0,1,0,1
2109,26,0,0,0,1,0,0,1,0,1
2110,22,0,3,0,1,0,0,1,1,0
2111,29,0,0,1,0,1,0,1,1,1
2113,20,1,2,2,1,0,0,1,1,0
2115,44,0,0,0,0,1,0,1,0,1
2116,41,0,2,14,1,0,0,1,1,1
2121,28,0,4,0,1,0,1,0,1,1
2123,27,1,1,21,0,1,0,1,0,1
2125,31,0,7,1,0,1,0,1,0,1
2128,26,1,3,0,1,0,0,1,1,1
2129,20,0,0,1,1,0,0,1,1,1
2130,55,1,2,0,0,1,0,1,0,1
2131,36,0,0,1,1,0,0,1,1,0
2132,48,1,4,4,1,0,0,1,0,1
2133,22,1,5,2,1,0,0,1,0,1
2134,23,0,1,5,0,1,0,1,1,0
2138,34,1,19,4,1,0,0,1,1,0
2140,59,0,1,5,1,0,1,0,0,1
2141,37,1,0,1,1,0,0,1,0,1
2143,28,1,0,0,1,0,1,0,0,1
2147,31,0,0,1,1,0,0,1,1,1
2148,38,1,14,4,1,0,1,0,1,0
2149,33,1,0,3,1,0,0,1,1,1
2150,27,1,3,0,1,0,0,1,1,0
2151,25,1,2,1,0,1,0,1,0,1
2152,42,0,2,1,1,0,1,0,1,1
2153,22,1,3,26,1,0,0,1,1,0
2154,21,0,0,1,1,0,0,1,0,1
2156,45,1,1,27,1,0,0,1,0,1
2157,21,1,1,1,0,1,1,0,1,1
2159,52,0,2,1,0,1,0,1,0,1
2161,29,0,0,0,0,1,0,1,0,1
2162,37,0,0,5,0,1,1,0,1,1
2163,34,0,0,0,1,0,0,1,0,1
2165,53,1,0,1,0,1,0,1,1,1
2166,30,1,8,1,1,0,1,0,1,0
2168,35,0,0,1,0,1,0,1,0,1
2169,28,0,1,4,1,0,0,1,0,1
2170,21,0,1,0,1,0,0,1,1,0
2171,22,0,1,43,1,0,0,1,1,1
2176,42,1,1,0,0,1,0,1,0,1
2178,26,1,3,0,1,0,0,1,1,1
2179,54,0,9,1,0,1,0,1,1,1
2180,39,1,1,0,1,0,0,1,0,1
2181,30,1,20,317,1,0,0,1,1,0
2182,26,1,1,27,1,0,1,0,1,1
2183,41,0,0,0,0,1,0,1,1,1
2184,23,1,5,54,0,1,0,1,0,1
2186,43,1,1,64,1,0,0,1,0,1
2188,22,1,0,0,0,1,0,1,1,1
2193,27,1,6,1,1,0,1,0,0,1
2194,42,0,2,34,0,1,1,0,1,1
2195,25,1,8,29,1,0,0,1,1,1
2196,49,0,4,35,0,1,0,1,1,1
2198,52,0,1,24,1,0,0,1,0,1
2201,60,0,2,1,1,0,1,0,0,1
2205,23,0,0,1,0,1,1,0,1,1
2206,30,0,2,1,0,1,0,1,1,1
2207,48,1,9,3,1,0,0,1,1,1
2208,32,1,2,1,1,0,0,1,1,1
2209,28,1,3,1,1,0,0,1,0,1
2211,24,1,5,1,1,0,0,1,1,1
2215,22,1,3,214,1,0,0,1,1,1
2216,44,0,2,1,1,0,0,1,1,1
2217,32,0,3,86,1,0,0,1,0,1
2218,27,0,1,0,0,1,1,0,1,1
2220,52,1,15,0,0,1,0,1,1,1
2221,61,1,3,0,0,1,0,1,0,1
